_id,isPb,wpm,acc,rawWpm,consistency,charStats,mode,mode2,quoteLength,restartCount,testDuration,afkDuration,incompleteTestSeconds,punctuation,numbers,language,funbox,difficulty,lazyMode,blindMode,bailedOut,tags,timestamp
657e93666dbc38d13165603b,,118.6,93.03,132.4,59.22,593;21;9;1,time,60,-1,37,60,1,147.03,false,false,english,none,normal,false,false,false,,1702794086000
65637c741c9917b51afdeaab,,147.2,97.15,147.2,77.14,736;0;0;0,time,60,-1,1,60,0,1.78,false,false,english,none,normal,false,false,false,,1701018740000
6557c2b7fc0647e20888461d,,176.8,98.28,176.8,75.82,221;0;0;0,time,15,-1,46,15,0,85.39,false,false,english_1k,none,normal,false,false,false,,1700250295000
6557c20cfc0647e208883e48,,159.18,97.14,164.78,78.49,199;2;0;0,time,15,-1,64,15,0,160.88,false,false,english_1k,none,normal,false,false,false,,1700250124000
6556ba2627c5c14c2cac0a6c,,200.79,97.69,207.99,92.8,251;3;1;1,time,15,-1,3,15,0,9.37,false,false,english,none,normal,false,false,false,,1700182566000
6556b9f027c5c14c2cac08a6,,192.79,98.38,192.79,83.43,241;0;0;0,time,15,-1,9,15,0,13.52,false,false,english,none,normal,false,false,false,,1700182511000
6556b9af27c5c14c2cac06a0,,186.39,98.33,189.59,84.21,233;0;1;0,time,15,-1,32,15,0,52.45,false,false,english,none,normal,false,false,false,,1700182447000
6556b90d27c5c14c2cac01ea,,162.38,95.09,173.58,68.46,203;4;0;1,time,15,-1,19,15,0,27.74,false,false,english,none,normal,false,false,false,,1700182285000
6556b89927c5c14c2cabfe7b,,193.57,98.38,196.77,85.48,242;2;0;0,time,15,-1,0,15,0,0,false,false,english,none,normal,false,false,false,,1700182169000
6556b82227c5c14c2cabfaf0,,163.55,99.46,163.55,81.84,183;0;0;0,quote,1083,1,0,13.43,0,0,false,false,english,none,normal,false,false,false,,1700182050000
6556a7e627c5c14c2c85306f,,201.57,100,201.57,93.4,64;0;0;0,quote,1,0,0,3.81,0,0,false,false,english,none,normal,false,false,false,,1700177894000
6556a7e127c5c14c2c85303a,,175.58,95.31,193.74,91.07,58;2;0;0,quote,1,0,0,3.96,0,0,false,false,english,none,normal,false,false,false,,1700177889000
6556a7da27c5c14c2c853004,,193.16,100,193.16,91.92,64;0;0;0,quote,1,0,0,3.98,0,0,false,false,english,none,normal,false,false,false,,1700177882000
6556a7d427c5c14c2c852fd9,,188.51,100,188.51,56.57,64;0;0;0,quote,1,0,17,4.07,0,39.34,false,false,english,none,normal,false,false,false,,1700177876000
6556a78727c5c14c2c852d9b,,187.99,99.16,187.99,90.7,235;0;0;0,time,15,-1,99,15,0,201.48,false,false,english,none,normal,false,false,false,,1700177799000
655689fd27c5c14c2c430709,,76,97.46,76.6,69.93,380;1;0;0,time,60,-1,5,60,0,14.56,false,false,english_1k,gibberish,normal,false,false,false,,1700170237000
65558c5327c5c14c2c0c7299,,173.19,99.43,173.99,85.36,866;1;0;0,time,60,-1,11,60,0,16.49,false,false,english_1k,none,normal,false,false,false,,1700105299000
654e6bf22b8a1f66f97fd5e2,,160.96,98.18,160.96,81.24,805;0;0;0,time,60,-1,42,60.02,0,153.5,false,false,english_1k,none,normal,false,false,false,,1699638257000
654d2ded2b8a1f66f9c77d45,,169.35,97.96,172.55,82.13,847;4;0;0,time,60,-1,151,60.02,0,444.29,false,false,english_1k,none,normal,false,false,false,,1699556845000
654d2b232b8a1f66f9bfb62b,,144.78,98.38,146.18,79.44,724;2;0;0,time,60,-1,38,60.01,0,67.25,false,false,english_10k,none,normal,false,false,false,,1699556130000
654d2a272b8a1f66f9bfa6fb,,142.99,98.76,143.59,81.98,715;3;0;0,time,60,-1,3,60,0,4.74,false,false,english_10k,none,normal,false,false,false,,1699555879000
6544140f0540d69c1ade14c4,,213.87,100,213.87,69.71,128;0;0;0,words,25,-1,75,7.18,0,121.6,false,false,english,none,normal,false,false,false,,1698960399000
